Hour,Hour_Sin,Hour_Cos,Rain,Solar Rad,Prędkość wiatru  [m/s],Temperatura powietrza [°C],Wilgotność względna [%],Ciśnienie na poziomie stacji [hPa],Facade_Orientation,Floor_Level,Area,Insulation,Temperature
8,0.866,-0.5,0,124,3,18,62,1002.4,S,1,1,0,16.4
9,0.707,-0.707,0,254,2,19.2,57,1002.2,S,1,1,0,19.0
10,0.5,-0.866,0,312,3,20,57,1001.9,S,1,1,0,21.2
11,0.259,-0.966,0,465,2,20.4,52,1001.6,S,1,1,0,23.4
12,0.0,-1.0,0,472,2,20.9,50,1001,S,1,1,0,25.7
13,-0.259,-0.966,0,446,3,21.6,52,1000.4,S,1,1,0,25.6
14,-0.5,-0.866,0,315,3,22.4,51,999.9,S,1,1,0,24.2
15,-0.707,-0.707,0,398,1,22.5,49,999.6,S,1,1,0,26.3
16,-0.866,-0.5,0,564,3,22.6,49,999,S,1,1,0,30.9
17,-0.966,-0.259,0,277,2,21.9,54,998.7,S,1,1,0,28.5
18,-1.0,-0.0,0,161,2,19.1,65,998.9,S,1,1,0,28
19,-0.966,0.259,0,48,1,17.8,72,999.2,S,1,1,0,25.2
20,-0.866,0.5,0,9,1,16.9,77,999.2,S,1,1,0,21.5
21,-0.707,0.707,0,0,1,16.4,82,999.3,S,1,1,0,19.6
22,-0.5,0.866,0,0,1,14.9,89,999.4,S,1,1,0,18.4
23,-0.259,0.966,0,0,1,14.5,89,999,S,1,1,0,17.3
0,0.0,1.0,0,0,2,12.9,92,999.2,S,1,1,0,16.7
1,0.259,0.966,0,0,1,13.6,89,999.2,S,1,1,0,16.0
2,0.5,0.866,0,0,2,12.9,91,999.3,S,1,1,0,15
3,0.707,0.707,0,0,2,12.2,94,999.2,S,1,1,0,14.3
4,0.866,0.5,0,0,2,12.2,93,999.3,S,1,1,0,13.9
5,0.966,0.259,0,0,2,13.2,91,999.4,S,1,1,0,13.5
6,1.0,0.0,0,3,2,15.8,84,999.3,S,1,1,0,13.1
7,0.966,-0.259,0,55,2,18.7,76,999.3,S,1,1,0,13.3
8,0.866,-0.5,0,155,3,21.9,61,999.4,S,1,1,0,14.9
9,0.707,-0.707,0,328,4,23.4,58,999.2,S,1,1,0,18.9
10,0.5,-0.866,0,433,4,24.6,52,999,S,1,1,0,24.7
11,0.259,-0.966,0,540,5,25.8,48,998.8,S,1,1,0,27.6
12,0.0,-1.0,0,638,5,26.8,44,998.4,S,1,1,0,31.1
13,-0.259,-0.966,0,712,4,27.5,43,998.1,S,1,1,0,33.1
14,-0.5,-0.866,0,713,4,27.6,46,998,S,1,1,0,35.1
15,-0.707,-0.707,0,629,4,27.4,40,997.8,S,1,1,0,36.2
16,-0.866,-0.5,0,477,4,26.4,45,997.8,S,1,1,0,35.7
17,-0.966,-0.259,0,381,3,25.5,47,997.5,S,1,1,0,35.8
18,-1.0,-0.0,0,134,1,21.8,61,998,S,1,1,0,33.1
19,-0.966,0.259,0,55,2,20.2,68,998.2,S,1,1,0,30.0
20,-0.866,0.5,0,6,3,18.9,71,998.3,S,1,1,0,25.6
21,-0.707,0.707,0,0,1,19.8,65,998.9,S,1,1,0,22.6
22,-0.5,0.866,0,0,1,17.4,78,999.7,S,1,1,0,21.8
23,-0.259,0.966,0,0,1,15.7,84,1000,S,1,1,0,21.1
0,0.0,1.0,0,0,1,15.8,84,1000.2,S,1,1,0,20.0
1,0.259,0.966,0,0,1,15.3,88,1000.6,S,1,1,0,18.5
2,0.5,0.866,0,0,1,14.1,90,1000.9,S,1,1,0,17.7
3,0.707,0.707,0,0,0,14.2,89,1001.2,S,1,1,0,17.1
4,0.866,0.5,0,0,1,14.1,89,1001.4,S,1,1,0,16.4
5,0.966,0.259,0,0,1,14.7,89,1001.9,S,1,1,0,15.9
6,1.0,0.0,0,3,0,18.6,78,1002.2,S,1,1,0,15.5
7,0.966,-0.259,0,39,1,22.3,66,1002.4,S,1,1,0,15.6
8,0.866,-0.5,0,175,1,25.6,52,1002.4,S,1,1,0,17.7
9,0.707,-0.707,0,375,2,27.3,46,1002.3,S,1,1,0,22.5
10,0.5,-0.866,0,538,3,28.6,46,1002,S,1,1,0,32.0
11,0.259,-0.966,0,660,4,29.8,40,1001.6,S,1,1,0,36.0
12,0.0,-1.0,0,743,3,30.8,38,1001.3,S,1,1,0,37.6
13,-0.259,-0.966,0,777,5,31,36,1000.9,S,1,1,0,39.3
14,-0.5,-0.866,0,761,4,31.3,40,1000.4,S,1,1,0,41.3
15,-0.707,-0.707,0,696,5,30.9,39,1000,S,1,1,0,42.2
16,-0.866,-0.5,0,584,5,30.5,41,999.3,S,1,1,0,41.9
17,-0.966,-0.259,0,422,3,28.1,51,998.7,S,1,1,0,41.3
18,-1.0,-0.0,0,101,3,25.6,55,998.3,S,1,1,0,39.6
19,-0.966,0.259,0,32,3,23.5,62,998.3,S,1,1,0,34.3
20,-0.866,0.5,0,6,2,22.9,63,998.2,S,1,1,0,29.1
21,-0.707,0.707,0,0,2,22,69,998,S,1,1,0,26.8
22,-0.5,0.866,0,0,4,20,81,997.6,S,1,1,0,25.4
23,-0.259,0.966,0,0,3,20.3,79,997.4,S,1,1,0,24.3
0,0.0,1.0,0,0,3,19.9,81,997.1,S,1,1,0,23.4
1,0.259,0.966,0,0,3,19.8,82,996.9,S,1,1,0,22.6
2,0.5,0.866,0,0,3,19.5,83,996.4,S,1,1,0,21.9
3,0.707,0.707,0,0,1,19.6,83,996.4,S,1,1,0,21.1
4,0.866,0.5,0,0,3,18.2,84,996.5,S,1,1,0,20.8
5,0.966,0.259,0,0,1,19.4,85,997.9,S,1,1,0,20.5
6,1.0,0.0,0,3,3,23,75,998.3,S,1,1,0,19.8
7,0.966,-0.259,0,37,4,25.8,65,999.2,S,1,1,0,19.9
8,0.866,-0.5,0,165,6,27.1,56,1000.6,S,1,1,0,21.9
9,0.707,-0.707,0,355,4,26.2,58,1001.8,S,1,1,0,26.5
10,0.5,-0.866,0,502,4,27.2,57,1002.3,S,1,1,0,32.4
11,0.259,-0.966,0,668,5,26.6,58,1003.3,S,1,1,0,34.4
12,0.0,-1.0,0,582,4,26,61,1003.9,S,1,1,0,34.3
13,-0.259,-0.966,0,467,4,24.3,60,1004.9,S,1,1,0,32.1
14,-0.5,-0.866,0,702,4,23.6,61,1005.3,S,1,1,0,34.8
15,-0.707,-0.707,0,287,3,22.5,60,1006,S,1,1,0,30.3
16,-0.866,-0.5,0,150,2,19.7,74,1006.8,S,1,1,0,26.3
17,-0.966,-0.259,0,69,2,19.4,78,1007,S,1,1,0,24.6
18,-1.0,-0.0,0,29,1,18.8,82,1007.6,S,1,1,0,22.7
19,-0.966,0.259,0,11,1,19.2,76,1008.1,S,1,1,0,21.3
20,-0.866,0.5,0.25,0,1,18.8,78,1008.3,S,1,1,0,20.2
21,-0.707,0.707,0,0,1,18.1,82,1008.5,S,1,1,0,19.9
22,-0.5,0.866,0,0,1,17.8,80,1008.8,S,1,1,0,19.8
23,-0.259,0.966,0,0,2,17.5,85,1008.8,S,1,1,0,19.5
0,0.0,1.0,0,0,1,17.1,87,1008.5,S,1,1,0,19.4
1,0.259,0.966,0,0,2,17.1,90,1008.8,S,1,1,0,19.1
2,0.5,0.866,0,0,1,16.8,93,1009.1,S,1,1,0,18.7
3,0.707,0.707,0,0,0,16.3,95,1009.1,S,1,1,0,18.3
4,0.866,0.5,0,0,0,16.4,95,1009.4,S,1,1,0,18.1
5,0.966,0.259,0.51,0,1,16.6,96,1009.2,S,1,1,0,17.6
6,1.0,0.0,0.51,0,1,16.8,94,1009.3,S,1,1,0,17.4
7,0.966,-0.259,0.25,11,1,17.5,89,1009.3,S,1,1,0,17.2
8,0.866,-0.5,0.25,40,3,18.7,85,1009.2,S,1,1,0,17.3
9,0.707,-0.707,0,99,3,19.3,79,1009.4,S,1,1,0,18.0
10,0.5,-0.866,0,261,4,19.5,73,1009.4,S,1,1,0,20.1
11,0.259,-0.966,0,219,3,19.6,74,1009.2,S,1,1,0,21.8
12,0.0,-1.0,0,215,2,20,73,1008.9,S,1,1,0,21.3
13,-0.259,-0.966,0,225,2,20.2,68,1008.6,S,1,1,0,21.5
14,-0.5,-0.866,0,209,2,20.9,66,1008.4,S,1,1,0,21.5
15,-0.707,-0.707,0,344,2,21.4,64,1008.1,S,1,1,0,23.4
16,-0.866,-0.5,0,345,2,21.7,61,1007.8,S,1,1,0,26.8
17,-0.966,-0.259,0,398,2,21,54,1007.9,S,1,1,0,28.1
18,-1.0,-0.0,0,122,2,20.1,58,1008.3,S,1,1,0,29.2
19,-0.966,0.259,0,50,0,18.2,71,1008.7,S,1,1,0,23.7
20,-0.866,0.5,0,8,0,16.5,80,1008.7,S,1,1,0,20.8
21,-0.707,0.707,0,0,1,16.5,80,1009,S,1,1,0,19.4
22,-0.5,0.866,0,0,1,16.3,82,1009.4,S,1,1,0,18.7
23,-0.259,0.966,0,0,1,15.2,87,1009.4,S,1,1,0,17.9
0,0.0,1.0,0,0,1,14.4,91,1009.1,S,1,1,0,17.1
1,0.259,0.966,0,0,1,14.6,88,1009.5,S,1,1,0,17.1
2,0.5,0.866,0,0,1,14.5,90,1009.8,S,1,1,0,16.9
3,0.707,0.707,0,0,1,14.4,87,1009.9,S,1,1,0,16.7
4,0.866,0.5,0,0,1,14.5,88,1009.9,S,1,1,0,16.6
5,0.966,0.259,0,0,0,15.2,84,1010,S,1,1,0,16.3
6,1.0,0.0,0,0,2,17.2,74,1010.4,S,1,1,0,16.4
7,0.966,-0.259,0,52,1,18.4,74,1010.6,S,1,1,0,17
8,0.866,-0.5,0,107,2,20.8,65,1010.8,S,1,1,0,17.4
9,0.707,-0.707,0,219,2,21.7,61,1010.7,S,1,1,0,19.4
10,0.5,-0.866,0,439,2,22.6,59,1010.7,S,1,1,0,25.1
11,0.259,-0.966,0,528,2,23.5,54,1010.2,S,1,1,0,28.6
12,0.0,-1.0,0,550,3,24,50,1009.9,S,1,1,0,30.6
13,-0.259,-0.966,0,752,4,24.1,45,1009.4,S,1,1,0,33.6
14,-0.5,-0.866,0,686,3,24.6,46,1009.2,S,1,1,0,33.9
15,-0.707,-0.707,0,646,3,24.2,45,1009,S,1,1,0,35.7
16,-0.866,-0.5,0,523,4,24,48,1008.6,S,1,1,0,35.4
17,-0.966,-0.259,0,376,3,23.3,51,1008.5,S,1,1,0,34.4
18,-1.0,-0.0,0,108,2,21.9,56,1008.7,S,1,1,0,32.4
19,-0.966,0.259,0,37,1,20.6,60,1009,S,1,1,0,27
20,-0.866,0.5,0,4,1,20.3,62,1009,S,1,1,0,23.5
21,-0.707,0.707,0,0,1,19.8,64,1008.9,S,1,1,0,22.0
22,-0.5,0.866,0,0,1,18.2,72,1008.6,S,1,1,0,21.9
23,-0.259,0.966,0,0,2,19.3,64,1008.7,S,1,1,0,21.4
0,0.0,1.0,0,0,2,18.9,64,1008.3,S,1,1,0,20.2
1,0.259,0.966,0,0,1,17.4,71,1008.1,S,1,1,0,19.4
2,0.5,0.866,0,0,0,15.9,82,1007.9,S,1,1,0,18.8
3,0.707,0.707,0,0,1,16.1,82,1007.8,S,1,1,0,18.2
4,0.866,0.5,0,0,0,14.9,89,1008,S,1,1,0,17.6
5,0.966,0.259,0,0,0,15.7,87,1007.9,S,1,1,0,17.1
6,1.0,0.0,0,2,4,19.3,70,1008.1,S,1,1,0,16.7
7,0.966,-0.259,0,32,4,20.9,68,1008.1,S,1,1,0,17.3
8,0.866,-0.5,0,131,3,22.5,64,1008.1,S,1,1,0,18.7
9,0.707,-0.707,0,331,2,24.3,62,1007.9,S,1,1,0,22.2
10,0.5,-0.866,0,456,3,25.8,61,1007.4,S,1,1,0,27.8
11,0.259,-0.966,0,591,4,27,59,1007.2,S,1,1,0,32.1
12,0.0,-1.0,0,687,4,28.2,59,1006.7,S,1,1,0,35.3
13,-0.259,-0.966,0,723,4,29.8,56,1006.1,S,1,1,0,37.7
14,-0.5,-0.866,0,697,4,30.4,51,1005.5,S,1,1,0,39.2
15,-0.707,-0.707,0,637,3,30.5,54,1005.2,S,1,1,0,40.8
16,-0.866,-0.5,0,530,3,30.1,56,1004.8,S,1,1,0,41.5
17,-0.966,-0.259,0,334,3,29.7,56,1004.7,S,1,1,0,41
18,-1.0,-0.0,0,102,3,28.4,61,1004.7,S,1,1,0,38.0
19,-0.966,0.259,0,45,4,27.2,64,1005.1,S,1,1,0,33.2
20,-0.866,0.5,0,13,3,24.8,71,1005.1,S,1,1,0,29.5
21,-0.707,0.707,0,0,3,22.8,76,1005.2,S,1,1,0,27.6
22,-0.5,0.866,0,0,2,21.3,82,1005.2,S,1,1,0,26.3
23,-0.259,0.966,0,0,2,21.7,79,1005.1,S,1,1,0,25.1
0,0.0,1.0,0,0,3,20.5,85,1005.1,S,1,1,0,23.8
1,0.259,0.966,0,0,3,20.7,83,1004.9,S,1,1,0,22.6
2,0.5,0.866,0,0,3,20.4,83,1004.7,S,1,1,0,21.8
3,0.707,0.707,0,0,1,20,85,1004.6,S,1,1,0,21.0
4,0.866,0.5,0,0,1,18.6,90,1004.7,S,1,1,0,20.4
5,0.966,0.259,0,0,1,18.7,92,1004.8,S,1,1,0,20.2
6,1.0,0.0,0,2,4,21.3,84,1004.9,S,1,1,0,19.5
7,0.966,-0.259,0,27,4,23.4,76,1005,S,1,1,0,19.5
8,0.866,-0.5,0,149,4,25.3,70,1005.2,S,1,1,0,20.8
9,0.707,-0.707,0,335,4,27.9,63,1005,S,1,1,0,24.7
10,0.5,-0.866,0,490,5,29.4,53,1004.7,S,1,1,0,31.4
11,0.259,-0.966,0,630,5,30.7,47,1004.3,S,1,1,0,36.5
12,0.0,-1.0,0,694,5,31.6,41,1003.9,S,1,1,0,39.5
13,-0.259,-0.966,0,742,4,31.8,41,1003.4,S,1,1,0,41.1
14,-0.5,-0.866,0,723,4,32.4,38,1003.1,S,1,1,0,42.0
15,-0.707,-0.707,0,654,2,32.2,37,1002.8,S,1,1,0,43.0
16,-0.866,-0.5,0,543,2,31,44,1002.6,S,1,1,0,44.4
17,-0.966,-0.259,0,381,1,29.1,56,1003.1,S,1,1,0,43.7
18,-1.0,-0.0,0,75,0,25.6,61,1003.5,S,1,1,0,40.8
19,-0.966,0.259,0,27,0,22.9,71,1003.9,S,1,1,0,34.3
20,-0.866,0.5,0,2,1,21.9,76,1003.9,S,1,1,0,28.7
21,-0.707,0.707,0,0,0,20.9,81,1004,S,1,1,0,25.9
22,-0.5,0.866,0,0,0,19.3,84,1004,S,1,1,0,24.6
23,-0.259,0.966,0,0,1,19.3,81,1003.9,S,1,1,0,23.5
0,0.0,1.0,0,0,0,17.8,87,1003.9,S,1,1,0,22.5
1,0.259,0.966,0,0,1,17.5,87,1003.8,S,1,1,0,21.5
2,0.5,0.866,0,0,1,18.6,85,1003.9,S,1,1,0,20.7
3,0.707,0.707,0,0,2,16.2,90,1003.9,S,1,1,0,20.0
4,0.866,0.5,0,0,1,17.6,89,1004,S,1,1,0,19.3
5,0.966,0.259,0,0,0,16.9,90,1004.4,S,1,1,0,18.8
6,1.0,0.0,0,1,1,20.5,81,1004.4,S,1,1,0,18.5
7,0.966,-0.259,0,27,2,23.5,68,1004.4,S,1,1,0,18.6
8,0.866,-0.5,0,139,2,26.2,60,1004.9,S,1,1,0,20.3
9,0.707,-0.707,0,350,2,29,51,1004.8,S,1,1,0,24.9
10,0.5,-0.866,0,509,2,30.7,41,1004.4,S,1,1,0,32.6
11,0.259,-0.966,0,629,2,31.5,40,1004.3,S,1,1,0,37.4
12,0.0,-1.0,0,708,1,32.3,36,1004.1,S,1,1,0,40.5
13,-0.259,-0.966,0,739,2,32.2,36,1003.6,S,1,1,0,42.6
14,-0.5,-0.866,0,706,2,32.2,34,1003.4,S,1,1,0,43.3
15,-0.707,-0.707,0,660,3,32.1,34,1003.3,S,1,1,0,43.6
16,-0.866,-0.5,0,542,2,31.7,36,1003.1,S,1,1,0,44.9
17,-0.966,-0.259,0,376,1,30.4,43,1003.2,S,1,1,0,43.6
18,-1.0,-0.0,0,69,1,27.9,52,1003.7,S,1,1,0,40.9
19,-0.966,0.259,0,24,1,25.9,61,1004.3,S,1,1,0,34.2
20,-0.866,0.5,0,1,1,22.5,76,1004.4,S,1,1,0,29.9
21,-0.707,0.707,0,0,1,22.2,78,1004.3,S,1,1,0,28
22,-0.5,0.866,0,0,1,21.4,82,1004.5,S,1,1,0,26.9
23,-0.259,0.966,0,0,1,21.1,79,1004.5,S,1,1,0,25.3
0,0.0,1.0,0,0,1,21.1,80,1004.8,S,1,1,0,24.3
1,0.259,0.966,0,0,1,20.9,87,1005.1,S,1,1,0,23.6
2,0.5,0.866,0,0,1,20.3,89,1005.4,S,1,1,0,23.4
3,0.707,0.707,0,0,2,19.8,90,1006.5,S,1,1,0,22.5
4,0.866,0.5,0,0,3,19.4,86,1007.5,S,1,1,0,21.9
5,0.966,0.259,0,0,2,18.8,81,1008.3,S,1,1,0,21.1
6,1.0,0.0,0,0,3,19.5,77,1008.8,S,1,1,0,20.4
7,0.966,-0.259,0,30,2,20.2,73,1009.3,S,1,1,0,19.8
8,0.866,-0.5,0,141,2,21.4,69,1009.4,S,1,1,0,20.3
9,0.707,-0.707,0,245,2,21.4,74,1009.6,S,1,1,0,22.4
10,0.5,-0.866,0,374,3,19,88,1010.2,S,1,1,0,24.8
11,0.259,-0.966,0,467,2,20.1,85,1010.2,S,1,1,0,28.3
12,0.0,-1.0,0,309,3,19.7,85,1010.1,S,1,1,0,26.5
13,-0.259,-0.966,0,399,2,19.9,85,1010.2,S,1,1,0,25.7
14,-0.5,-0.866,0,234,3,20.3,81,1009.9,S,1,1,0,24.5
15,-0.707,-0.707,0,223,2,20.1,82,1009.8,S,1,1,0,23.3
