Time,Rain,Solar Rad,Prędkość wiatru  [m/s],Temperatura powietrza [°C],Wilgotność względna [%],Ciśnienie na poziomie stacji [hPa],Facade_Orientation,Floor_Level,Area,Insulation,Temperature
06:00:00,0,8,5,18.8,64,1000.3,S,1,green,uninsulated,14.7
07:00:00,0,72,6,20.6,60,1000.3,S,1,green,uninsulated,15.0
08:00:00,0,216,5,22.7,55,1000.3,S,1,green,uninsulated,16.9
09:00:00,0,403,5,24.8,52,1000.3,S,1,green,uninsulated,19.2
10:00:00,0,598,7,26.2,48,1000,S,1,green,uninsulated,22.0
11:00:00,0,721,6,27.7,45,999.7,S,1,green,uninsulated,25.6
12:00:00,0,798,6,29.1,43,999.3,S,1,green,uninsulated,30.0
13:00:00,0,831,5,30.3,39,998.9,S,1,green,uninsulated,34.3
14:00:00,0,799,5,30.5,41,998.5,S,1,green,uninsulated,38.4
15:00:00,0,721,5,30.5,41,998.2,S,1,green,uninsulated,40.3
16:00:00,0,611,5,30.4,38,997.8,S,1,green,uninsulated,40.5
17:00:00,0,460,4,29.3,41,997.7,S,1,green,uninsulated,40.1
18:00:00,0,138,4,28.2,41,997.8,S,1,green,uninsulated,38.7
19:00:00,0,37,5,26.4,45,998.1,S,1,green,uninsulated,36.5
20:00:00,0,12,3,24.1,52,998.4,S,1,green,uninsulated,30.4
21:00:00,0,0,3,23,56,998.5,S,1,green,uninsulated,26.5
22:00:00,0,0,2,22.5,56,998.5,S,1,green,uninsulated,24.7
23:00:00,0,0,1,21.1,63,998.7,S,1,green,uninsulated,23.5
00:00:00,0,0,1,22.2,59,998.5,S,1,green,uninsulated,22.7
01:00:00,0,0,1,19.9,70,998.6,S,1,green,uninsulated,21.8
02:00:00,0,0,1,18.9,75,998.7,S,1,green,uninsulated,21.1
03:00:00,0,0,1,17.9,80,999.2,S,1,green,uninsulated,20.3
04:00:00,0,0,1,17.1,86,999.7,S,1,green,uninsulated,19.7
05:00:00,0,0,1,19,78,1000,S,1,green,uninsulated,18.9
06:00:00,0,9,1,21.3,78,1000.6,S,1,green,uninsulated,18.4
07:00:00,0,58,3,24.4,72,1000.9,S,1,green,uninsulated,18.8
08:00:00,0,190,4,26.5,60,1001.3,S,1,green,uninsulated,20.2
09:00:00,0,369,6,26.6,61,1002.3,S,1,green,uninsulated,23.1
10:00:00,0,552,5,25.3,68,1002,S,1,green,uninsulated,26.0
11:00:00,0,468,2,24.6,70,1001.5,S,1,green,uninsulated,28.9
12:00:00,0,265,2,25.3,66,1001.6,S,1,green,uninsulated,27.9
13:00:00,0,193,2,25.3,68,1002.1,S,1,green,uninsulated,26.9
14:00:00,0,293,1,26.3,61,1002,S,1,green,uninsulated,28.2
15:00:00,0,363,2,27.4,57,1001.9,S,1,green,uninsulated,31.1
16:00:00,0,369,1,26.9,60,1001.8,S,1,green,uninsulated,30.5
17:00:00,0,462,2,27,63,1001.1,S,1,green,uninsulated,34.6
18:00:00,0,85,1,25.6,67,1001.6,S,1,green,uninsulated,33.6
19:00:00,0,92,1,23.6,72,1002,S,1,green,uninsulated,30.9
20:00:00,0,13,0,22.1,78,1002.1,S,1,green,uninsulated,27.9
21:00:00,0,0,1,21,85,1002.2,S,1,green,uninsulated,24.6
22:00:00,0,0,1,21.8,87,1002.4,S,1,green,uninsulated,23.1
23:00:00,0,0,2,21.5,88,1002.3,S,1,green,uninsulated,22.1
00:00:00,0,0,2,20.8,90,1002.1,S,1,green,uninsulated,21.4
01:00:00,0,0,1,20.3,91,1002.4,S,1,green,uninsulated,20.9
02:00:00,0,0,2,19.4,95,1002.4,S,1,green,uninsulated,20.4
03:00:00,0,0,1,20.1,92,1002.4,S,1,green,uninsulated,19.9
04:00:00,0,0,0,19,95,1002.5,S,1,green,uninsulated,19.3
05:00:00,0,0,1,19.4,94,1002.7,S,1,green,uninsulated,18.8
06:00:00,0,7,1,22.1,86,1002.5,S,1,green,uninsulated,18.4
07:00:00,0,83,1,24,79,1002.7,S,1,green,uninsulated,19.1
08:00:00,0,168,1,25.3,74,1002.9,S,1,green,uninsulated,21.4
09:00:00,0,269,2,25.8,68,1002.9,S,1,green,uninsulated,23.7
10:00:00,0,371,1,28.3,59,1002.5,S,1,green,uninsulated,26.2
11:00:00,0,461,1,28.5,56,1002.2,S,1,green,uninsulated,28.9
12:00:00,0,774,2,29.6,55,1001.5,S,1,green,uninsulated,32.4
13:00:00,0,752,2,30.3,50,1001.1,S,1,green,uninsulated,36.2
14:00:00,0,573,2,30.5,53,1000.6,S,1,green,uninsulated,39.2
15:00:00,0,595,2,30.6,52,1000.2,S,1,green,uninsulated,41.2
16:00:00,0,640,1,30.5,51,999.8,S,1,green,uninsulated,39.6
17:00:00,0,459,1,29.9,54,999.6,S,1,green,uninsulated,41.1
18:00:00,0,157,1,27.4,65,999.7,S,1,green,uninsulated,40.0
19:00:00,0,44,0,25.2,72,1000.1,S,1,green,uninsulated,39.9
20:00:00,0,12,1,22.5,82,1000.2,S,1,green,uninsulated,32.5
21:00:00,0,0,0,22.1,84,1000.1,S,1,green,uninsulated,26.9
22:00:00,0,0,1,20,88,1000.1,S,1,green,uninsulated,24.8
23:00:00,0,0,1,19.8,95,999.8,S,1,green,uninsulated,23.6
00:00:00,0,0,0,20.3,92,999.6,S,1,green,uninsulated,22.6
01:00:00,0,0,1,20.7,91,999.3,S,1,green,uninsulated,21.9
02:00:00,0,0,0,19.1,92,999.4,S,1,green,uninsulated,21.1
03:00:00,0,0,0,18.8,96,999.1,S,1,green,uninsulated,20.8
04:00:00,0,0,1,19.1,94,999,S,1,green,uninsulated,20.5
05:00:00,0,0,1,19.8,94,998.7,S,1,green,uninsulated,19.9
06:00:00,0,6,1,22.7,85,998.8,S,1,green,uninsulated,19.6
07:00:00,0,63,3,25.4,77,999,S,1,green,uninsulated,20.0
08:00:00,0,186,4,27.2,65,998.8,S,1,green,uninsulated,21.5
09:00:00,0,279,4,28.9,61,998.6,S,1,green,uninsulated,24.1
10:00:00,0,531,5,29.7,54,998.1,S,1,green,uninsulated,26.1
11:00:00,0,659,4,31,50,997.5,S,1,green,uninsulated,28.5
12:00:00,0,725,2,31.1,48,996.7,S,1,green,uninsulated,32.0
13:00:00,0,773,7,24.9,75,997,S,1,green,uninsulated,34.5
14:00:00,0,682,4,23.9,81,997.3,S,1,green,uninsulated,37.4
15:00:00,0,104,4,23.6,81,997.1,S,1,green,uninsulated,33.4
16:00:00,2.29,61,4,22.9,90,997.5,S,1,green,uninsulated,24.9
17:00:00,0.25,54,2,23.4,87,996.8,S,1,green,uninsulated,22.6
18:00:00,0.51,44,1,23.4,85,996.9,S,1,green,uninsulated,22.9
19:00:00,0.25,41,2,22.1,92,997.3,S,1,green,uninsulated,22.7
20:00:00,0,22,1,22.2,86,997.2,S,1,green,uninsulated,23.3
21:00:00,0,0,1,21.8,87,996.9,S,1,green,uninsulated,22.6
22:00:00,0,0,1,20.5,90,996.5,S,1,green,uninsulated,22.0
23:00:00,0,0,1,19.6,96,996,S,1,green,uninsulated,21.2
00:00:00,0,0,2,18.5,96,996.1,S,1,green,uninsulated,20.2
01:00:00,0,0,2,18.5,97,996,S,1,green,uninsulated,19.6
02:00:00,0,0,1,18.7,97,995.7,S,1,green,uninsulated,19.2
03:00:00,0,0,0,18.4,95,995.4,S,1,green,uninsulated,19.2
04:00:00,0,0,1,17.4,98,995.4,S,1,green,uninsulated,19.2
05:00:00,0,0,0,18.9,98,995,S,1,green,uninsulated,18.8
06:00:00,0,5,1,20.4,94,994.8,S,1,green,uninsulated,18.3
07:00:00,0,68,1,23.2,83,994.8,S,1,green,uninsulated,18.8
08:00:00,0,137,1,24.8,76,994.8,S,1,green,uninsulated,19.9
09:00:00,0,295,1,25.6,70,994.7,S,1,green,uninsulated,21.3
10:00:00,0,340,1,26.8,65,994.3,S,1,green,uninsulated,23.7
11:00:00,0,607,1,28.1,65,993.8,S,1,green,uninsulated,27.1
12:00:00,0,492,2,28.9,55,993.4,S,1,green,uninsulated,31.0
13:00:00,0,593,2,29.6,52,992.8,S,1,green,uninsulated,32.4
14:00:00,0,766,2,29.8,52,992.3,S,1,green,uninsulated,35.9
15:00:00,0,667,2,29,57,992.2,S,1,green,uninsulated,37.5
16:00:00,0,587,2,28.3,61,992,S,1,green,uninsulated,37.7
17:00:00,0,257,2,27.5,65,991.9,S,1,green,uninsulated,38.0
18:00:00,0,115,1,27,66,992.1,S,1,green,uninsulated,33.2
19:00:00,0,37,2,26.2,68,992.8,S,1,green,uninsulated,29.2
20:00:00,0,3,0,24.7,74,992.8,S,1,green,uninsulated,27.8
21:00:00,0,0,4,23.2,82,993.1,S,1,green,uninsulated,26.6
22:00:00,0,0,3,21.8,90,993.6,S,1,green,uninsulated,25.8
23:00:00,0,0,2,21.8,92,993.6,S,1,green,uninsulated,25.3
00:00:00,0,0,3,21.7,92,993.8,S,1,green,uninsulated,24.2
01:00:00,0,0,2,21.1,97,994.4,S,1,green,uninsulated,22.7
02:00:00,1.02,0,2,21.1,98,994.2,S,1,green,uninsulated,22.3
03:00:00,1.27,0,3,20.7,96,994.9,S,1,green,uninsulated,21.7
04:00:00,3.3,0,3,19.8,97,995.4,S,1,green,uninsulated,21.1
05:00:00,0.51,0,3,19.3,96,996.3,S,1,green,uninsulated,20.7
06:00:00,0,0,2,19.2,96,997.3,S,1,green,uninsulated,20.0
07:00:00,0,8,3,18.3,97,998.5,S,1,green,uninsulated,19.6
08:00:00,0.76,31,3,17.8,98,999.4,S,1,green,uninsulated,19.6
09:00:00,1.27,25,4,17.4,98,1000.4,S,1,green,uninsulated,19.5
10:00:00,0.25,52,3,17.7,98,1001,S,1,green,uninsulated,19.2
11:00:00,0,54,2,18.8,93,1001.3,S,1,green,uninsulated,18.9
12:00:00,0,77,3,19.4,87,1001.8,S,1,green,uninsulated,18.8
13:00:00,0,101,2,20,83,1001.9,S,1,green,uninsulated,19.4
14:00:00,0,146,2,20.3,79,1002.3,S,1,green,uninsulated,20
15:00:00,0,275,2,20.4,80,1002.3,S,1,green,uninsulated,21.3
16:00:00,0,221,2,21,77,1002.4,S,1,green,uninsulated,22.0
17:00:00,0,119,3,20.6,82,1002.4,S,1,green,uninsulated,21.6
18:00:00,0,59,2,19.5,86,1002.7,S,1,green,uninsulated,21.1
19:00:00,0,49,2,18.5,90,1003.4,S,1,green,uninsulated,21.1
20:00:00,0,10,1,17.9,91,1003.7,S,1,green,uninsulated,21.2
21:00:00,0,0,2,17.3,93,1003.6,S,1,green,uninsulated,19.4
22:00:00,0,0,1,17.2,92,1003.5,S,1,green,uninsulated,18.4
23:00:00,0,0,1,16.3,94,1003.3,S,1,green,uninsulated,17.9
00:00:00,0,0,1,16,95,1003.2,S,1,green,uninsulated,17.5
01:00:00,0,0,1,15.3,97,1003,S,1,green,uninsulated,17.1
02:00:00,0,0,1,14.7,97,1003.2,S,1,green,uninsulated,16.5
03:00:00,0,0,1,14.4,98,1003.3,S,1,green,uninsulated,16
04:00:00,0,0,1,14.2,100,1003,S,1,green,uninsulated,15.8
05:00:00,0,0,1,15,99,1003.1,S,1,green,uninsulated,15.6
06:00:00,0,6,1,17.8,92,1003.1,S,1,green,uninsulated,15.6
07:00:00,0,57,1,20,81,1002.8,S,1,green,uninsulated,15.8
08:00:00,0,192,2,21.7,64,1002.8,S,1,green,uninsulated,17.3
09:00:00,0,376,3,22.8,59,1002.7,S,1,green,uninsulated,19
10:00:00,0,547,3,23.6,59,1002.4,S,1,green,uninsulated,21.0
11:00:00,0,659,3,24,59,1002.1,S,1,green,uninsulated,23.6
12:00:00,0,768,3,25,58,1001.4,S,1,green,uninsulated,27.2
13:00:00,0,710,3,25.1,54,1000.6,S,1,green,uninsulated,31.8
14:00:00,0,766,3,25.5,53,999.9,S,1,green,uninsulated,33.5
15:00:00,0,704,3,25.5,54,999.4,S,1,green,uninsulated,35.5
16:00:00,0,589,3,25.3,55,998.8,S,1,green,uninsulated,36.1
17:00:00,0,439,3,24.6,57,998.6,S,1,green,uninsulated,35.3
18:00:00,0,118,3,22.9,63,998.4,S,1,green,uninsulated,33.2
19:00:00,0,35,1,21.7,69,998.2,S,1,green,uninsulated,30.5
20:00:00,0,9,0,20.2,79,998.1,S,1,green,uninsulated,25.8
21:00:00,0,0,1,19.6,79,997.7,S,1,green,uninsulated,22.6
22:00:00,0,0,2,19,83,997.2,S,1,green,uninsulated,21.1
23:00:00,0,0,1,18.6,86,996.7,S,1,green,uninsulated,20.2
00:00:00,0,0,2,18.3,88,996.2,S,1,green,uninsulated,19.4
01:00:00,0,0,2,19,86,996,S,1,green,uninsulated,18.9
02:00:00,0,0,3,17.9,93,995.3,S,1,green,uninsulated,18.5
03:00:00,0,0,2,17.4,94,994.5,S,1,green,uninsulated,18.3
04:00:00,0,0,2,18.1,93,994,S,1,green,uninsulated,18.2
05:00:00,0,0,2,18.9,89,995,S,1,green,uninsulated,17.7
06:00:00,0,4,1,18.2,96,995.5,S,1,green,uninsulated,17.6
07:00:00,0,21,2,18.6,98,995.5,S,1,green,uninsulated,18.4
08:00:00,0,14,1,19,98,996.6,S,1,green,uninsulated,18.6
09:00:00,0.25,54,3,20.1,96,997.2,S,1,green,uninsulated,18.4
10:00:00,1.27,35,4,21.1,91,997.6,S,1,green,uninsulated,19.0
11:00:00,0.51,111,6,22.8,79,997.6,S,1,green,uninsulated,19.2
12:00:00,0,120,6,23.1,69,997.9,S,1,green,uninsulated,20.1
13:00:00,0,318,6,23.5,65,998.1,S,1,green,uninsulated,21.6
14:00:00,0,425,5,23.5,61,998.5,S,1,green,uninsulated,23.6
15:00:00,0,348,5,24.1,55,998.9,S,1,green,uninsulated,26.7
16:00:00,0,558,6,23.3,48,999.5,S,1,green,uninsulated,27.9
17:00:00,0,381,4,21.9,45,1000.1,S,1,green,uninsulated,29.1
18:00:00,0,139,2,19,57,1001,S,1,green,uninsulated,29.9
19:00:00,0,30,2,16.8,68,1001.4,S,1,green,uninsulated,28.8
20:00:00,0,7,2,15.7,70,1001.8,S,1,green,uninsulated,21.9
21:00:00,0,0,1,14.9,74,1002.3,S,1,green,uninsulated,19.4
22:00:00,0,0,1,14.6,75,1002.7,S,1,green,uninsulated,17.9
23:00:00,0,0,2,14.6,79,1002.9,S,1,green,uninsulated,16.7
00:00:00,0,0,3,15.2,75,1002.9,S,1,green,uninsulated,16.4
01:00:00,0,0,2,14.5,75,1003,S,1,green,uninsulated,16.7
02:00:00,0,0,2,14,79,1003,S,1,green,uninsulated,16.6
03:00:00,0,0,1,14.2,76,1002.7,S,1,green,uninsulated,16.1
04:00:00,0,0,1,13,81,1002.7,S,1,green,uninsulated,15.4
05:00:00,0,0,1,13.4,81,1002.8,S,1,green,uninsulated,14.9
06:00:00,0,4,1,15,79,1002.4,S,1,green,uninsulated,14.3
07:00:00,0,56,2,17.2,73,1002.4,S,1,green,uninsulated,13.9
08:00:00,0,124,3,18,62,1002.4,S,1,green,uninsulated,15.4
09:00:00,0,254,2,19.2,57,1002.2,S,1,green,uninsulated,17.6
10:00:00,0,312,3,20,57,1001.9,S,1,green,uninsulated,19.4
11:00:00,0,465,2,20.4,52,1001.6,S,1,green,uninsulated,20.8
12:00:00,0,472,2,20.9,50,1001,S,1,green,uninsulated,23
13:00:00,0,446,3,21.6,52,1000.4,S,1,green,uninsulated,23.7
14:00:00,0,315,3,22.4,51,999.9,S,1,green,uninsulated,23.2
15:00:00,0,398,1,22.5,49,999.6,S,1,green,uninsulated,23.5
16:00:00,0,564,3,22.6,49,999,S,1,green,uninsulated,26.7
17:00:00,0,277,2,21.9,54,998.7,S,1,green,uninsulated,26.4
18:00:00,0,161,2,19.1,65,998.9,S,1,green,uninsulated,25.8
19:00:00,0,48,1,17.8,72,999.2,S,1,green,uninsulated,25.8
20:00:00,0,9,1,16.9,77,999.2,S,1,green,uninsulated,21.7
21:00:00,0,0,1,16.4,82,999.3,S,1,green,uninsulated,18.7
22:00:00,0,0,1,14.9,89,999.4,S,1,green,uninsulated,17.6
23:00:00,0,0,1,14.5,89,999,S,1,green,uninsulated,17
00:00:00,0,0,2,12.9,92,999.2,S,1,green,uninsulated,15.7
01:00:00,0,0,1,13.6,89,999.2,S,1,green,uninsulated,14.8
02:00:00,0,0,2,12.9,91,999.3,S,1,green,uninsulated,14.4
03:00:00,0,0,2,12.2,94,999.2,S,1,green,uninsulated,13.4
04:00:00,0,0,2,12.2,93,999.3,S,1,green,uninsulated,12.8
05:00:00,0,0,2,13.2,91,999.4,S,1,green,uninsulated,12.4
06:00:00,0,3,2,15.8,84,999.3,S,1,green,uninsulated,11.9
07:00:00,0,55,2,18.7,76,999.3,S,1,green,uninsulated,12.3
08:00:00,0,155,3,21.9,61,999.4,S,1,green,uninsulated,14.3
09:00:00,0,328,4,23.4,58,999.2,S,1,green,uninsulated,17.0
10:00:00,0,433,4,24.6,52,999,S,1,green,uninsulated,20.6
11:00:00,0,540,5,25.8,48,998.8,S,1,green,uninsulated,24.2
12:00:00,0,638,5,26.8,44,998.4,S,1,green,uninsulated,26.6
13:00:00,0,712,4,27.5,43,998.1,S,1,green,uninsulated,29.6
14:00:00,0,713,4,27.6,46,998,S,1,green,uninsulated,32.3
15:00:00,0,629,4,27.4,40,997.8,S,1,green,uninsulated,34.2
16:00:00,0,477,4,26.4,45,997.8,S,1,green,uninsulated,34.2
17:00:00,0,381,3,25.5,47,997.5,S,1,green,uninsulated,33.8
18:00:00,0,134,1,21.8,61,998,S,1,green,uninsulated,33.1
19:00:00,0,55,2,20.2,68,998.2,S,1,green,uninsulated,31.1
20:00:00,0,6,3,18.9,71,998.3,S,1,green,uninsulated,25.8
21:00:00,0,0,1,19.8,65,998.9,S,1,green,uninsulated,21.8
22:00:00,0,0,1,17.4,78,999.7,S,1,green,uninsulated,21.7
23:00:00,0,0,1,15.7,84,1000,S,1,green,uninsulated,21.0
00:00:00,0,0,1,15.8,84,1000.2,S,1,green,uninsulated,19.2
01:00:00,0,0,1,15.3,88,1000.6,S,1,green,uninsulated,17.7
02:00:00,0,0,1,14.1,90,1000.9,S,1,green,uninsulated,16.9
03:00:00,0,0,0,14.2,89,1001.2,S,1,green,uninsulated,16.4
04:00:00,0,0,1,14.1,89,1001.4,S,1,green,uninsulated,15.8
05:00:00,0,0,1,14.7,89,1001.9,S,1,green,uninsulated,14.9
06:00:00,0,3,0,18.6,78,1002.2,S,1,green,uninsulated,14.5
07:00:00,0,39,1,22.3,66,1002.4,S,1,green,uninsulated,14.7
08:00:00,0,175,1,25.6,52,1002.4,S,1,green,uninsulated,16.2
09:00:00,0,375,2,27.3,46,1002.3,S,1,green,uninsulated,19.0
10:00:00,0,538,3,28.6,46,1002,S,1,green,uninsulated,22.9
11:00:00,0,660,4,29.8,40,1001.6,S,1,green,uninsulated,27.1
12:00:00,0,743,3,30.8,38,1001.3,S,1,green,uninsulated,31.8
13:00:00,0,777,5,31,36,1000.9,S,1,green,uninsulated,35.6
14:00:00,0,761,4,31.3,40,1000.4,S,1,green,uninsulated,39.2
15:00:00,0,696,5,30.9,39,1000,S,1,green,uninsulated,39.7
16:00:00,0,584,5,30.5,41,999.3,S,1,green,uninsulated,38.7
17:00:00,0,422,3,28.1,51,998.7,S,1,green,uninsulated,38.3
18:00:00,0,101,3,25.6,55,998.3,S,1,green,uninsulated,37.1
19:00:00,0,32,3,23.5,62,998.3,S,1,green,uninsulated,34.3
20:00:00,0,6,2,22.9,63,998.2,S,1,green,uninsulated,29.7
21:00:00,0,0,2,22,69,998,S,1,green,uninsulated,26.1
22:00:00,0,0,4,20,81,997.6,S,1,green,uninsulated,24.1
23:00:00,0,0,3,20.3,79,997.4,S,1,green,uninsulated,22.9
00:00:00,0,0,3,19.9,81,997.1,S,1,green,uninsulated,22.5
01:00:00,0,0,3,19.8,82,996.9,S,1,green,uninsulated,21.8
02:00:00,0,0,3,19.5,83,996.4,S,1,green,uninsulated,20.8
03:00:00,0,0,1,19.6,83,996.4,S,1,green,uninsulated,20.0
04:00:00,0,0,3,18.2,84,996.5,S,1,green,uninsulated,19.4
05:00:00,0,0,1,19.4,85,997.9,S,1,green,uninsulated,19.2
06:00:00,0,3,3,23,75,998.3,S,1,green,uninsulated,18.7
07:00:00,0,37,4,25.8,65,999.2,S,1,green,uninsulated,18.9
08:00:00,0,165,6,27.1,56,1000.6,S,1,green,uninsulated,21.1
09:00:00,0,355,4,26.2,58,1001.8,S,1,green,uninsulated,24.1
10:00:00,0,502,4,27.2,57,1002.3,S,1,green,uninsulated,26.6
11:00:00,0,668,5,26.6,58,1003.3,S,1,green,uninsulated,28.4
12:00:00,0,582,4,26,61,1003.9,S,1,green,uninsulated,30.9
13:00:00,0,467,4,24.3,60,1004.9,S,1,green,uninsulated,33.3
14:00:00,0,702,4,23.6,61,1005.3,S,1,green,uninsulated,32.7
15:00:00,0,287,3,22.5,60,1006,S,1,green,uninsulated,31.7
16:00:00,0,150,2,19.7,74,1006.8,S,1,green,uninsulated,27.0
17:00:00,0,69,2,19.4,78,1007,S,1,green,uninsulated,24.8
18:00:00,0,29,1,18.8,82,1007.6,S,1,green,uninsulated,22.8
19:00:00,0,11,1,19.2,76,1008.1,S,1,green,uninsulated,21.1
20:00:00,0.25,0,1,18.8,78,1008.3,S,1,green,uninsulated,19.4
21:00:00,0,0,1,18.1,82,1008.5,S,1,green,uninsulated,18.4
22:00:00,0,0,1,17.8,80,1008.8,S,1,green,uninsulated,18.4
23:00:00,0,0,2,17.5,85,1008.8,S,1,green,uninsulated,18.1
00:00:00,0,0,1,17.1,87,1008.5,S,1,green,uninsulated,18
01:00:00,0,0,2,17.1,90,1008.8,S,1,green,uninsulated,17.8
02:00:00,0,0,1,16.8,93,1009.1,S,1,green,uninsulated,17.7
03:00:00,0,0,0,16.3,95,1009.1,S,1,green,uninsulated,17.4
04:00:00,0,0,0,16.4,95,1009.4,S,1,green,uninsulated,17.3
05:00:00,0.51,0,1,16.6,96,1009.2,S,1,green,uninsulated,16.8
06:00:00,0.51,0,1,16.8,94,1009.3,S,1,green,uninsulated,16.4
07:00:00,0.25,11,1,17.5,89,1009.3,S,1,green,uninsulated,16.4
08:00:00,0.25,40,3,18.7,85,1009.2,S,1,green,uninsulated,16.7
09:00:00,0,99,3,19.3,79,1009.4,S,1,green,uninsulated,17.4
10:00:00,0,261,4,19.5,73,1009.4,S,1,green,uninsulated,18.9
11:00:00,0,219,3,19.6,74,1009.2,S,1,green,uninsulated,20.6
12:00:00,0,215,2,20,73,1008.9,S,1,green,uninsulated,21.0
13:00:00,0,225,2,20.2,68,1008.6,S,1,green,uninsulated,21.1
14:00:00,0,209,2,20.9,66,1008.4,S,1,green,uninsulated,21.7
15:00:00,0,344,2,21.4,64,1008.1,S,1,green,uninsulated,25
16:00:00,0,345,2,21.7,61,1007.8,S,1,green,uninsulated,29.3
17:00:00,0,398,2,21,54,1007.9,S,1,green,uninsulated,29.9
18:00:00,0,122,2,20.1,58,1008.3,S,1,green,uninsulated,30.5
19:00:00,0,50,0,18.2,71,1008.7,S,1,green,uninsulated,25.0
20:00:00,0,8,0,16.5,80,1008.7,S,1,green,uninsulated,21.5
21:00:00,0,0,1,16.5,80,1009,S,1,green,uninsulated,18.9
22:00:00,0,0,1,16.3,82,1009.4,S,1,green,uninsulated,17.7
23:00:00,0,0,1,15.2,87,1009.4,S,1,green,uninsulated,17.0
00:00:00,0,0,1,14.4,91,1009.1,S,1,green,uninsulated,16
01:00:00,0,0,1,14.6,88,1009.5,S,1,green,uninsulated,16.1
02:00:00,0,0,1,14.5,90,1009.8,S,1,green,uninsulated,16.5
03:00:00,0,0,1,14.4,87,1009.9,S,1,green,uninsulated,16.2
04:00:00,0,0,1,14.5,88,1009.9,S,1,green,uninsulated,16.1
05:00:00,0,0,0,15.2,84,1010,S,1,green,uninsulated,16.2
06:00:00,0,0,2,17.2,74,1010.4,S,1,green,uninsulated,16.2
07:00:00,0,52,1,18.4,74,1010.6,S,1,green,uninsulated,16.5
08:00:00,0,107,2,20.8,65,1010.8,S,1,green,uninsulated,17.2
09:00:00,0,219,2,21.7,61,1010.7,S,1,green,uninsulated,19.4
10:00:00,0,439,2,22.6,59,1010.7,S,1,green,uninsulated,21.5
11:00:00,0,528,2,23.5,54,1010.2,S,1,green,uninsulated,24.4
12:01:00,0,550,3,24,50,1009.9,S,1,green,uninsulated,27.5
13:01:00,0,752,4,24.1,45,1009.4,S,1,green,uninsulated,32.2
14:00:00,0,686,3,24.6,46,1009.2,S,1,green,uninsulated,31.7
15:00:00,0,646,3,24.2,45,1009,S,1,green,uninsulated,36.4
16:00:00,0,523,4,24,48,1008.6,S,1,green,uninsulated,36.9
17:00:00,0,376,3,23.3,51,1008.5,S,1,green,uninsulated,35.4
18:00:00,0,108,2,21.9,56,1008.7,S,1,green,uninsulated,33.9
19:00:00,0,37,1,20.6,60,1009,S,1,green,uninsulated,28.0
20:00:00,0,4,1,20.3,62,1009,S,1,green,uninsulated,24.3
21:00:00,0,0,1,19.8,64,1008.9,S,1,green,uninsulated,21.6
22:00:00,0,0,1,18.2,72,1008.6,S,1,green,uninsulated,21.0
23:00:00,0,0,2,19.3,64,1008.7,S,1,green,uninsulated,20.7
00:00:00,0,0,2,18.9,64,1008.3,S,1,green,uninsulated,19.2
01:00:00,0,0,1,17.4,71,1008.1,S,1,green,uninsulated,18.2
02:00:00,0,0,0,15.9,82,1007.9,S,1,green,uninsulated,17.6
03:00:00,0,0,1,16.1,82,1007.8,S,1,green,uninsulated,17.2
04:00:00,0,0,0,14.9,89,1008,S,1,green,uninsulated,16.6
05:00:00,0,0,0,15.7,87,1007.9,S,1,green,uninsulated,16.2
06:00:00,0,2,4,19.3,70,1008.1,S,1,green,uninsulated,16.1
07:00:00,0,32,4,20.9,68,1008.1,S,1,green,uninsulated,16.4
08:00:00,0,131,3,22.5,64,1008.1,S,1,green,uninsulated,17.8
09:00:00,0,331,2,24.3,62,1007.9,S,1,green,uninsulated,20.1
10:00:00,0,456,3,25.8,61,1007.4,S,1,green,uninsulated,22.6
11:00:00,0,591,4,27,59,1007.2,S,1,green,uninsulated,25.4
12:00:00,0,687,4,28.2,59,1006.7,S,1,green,uninsulated,30.4
13:00:00,0,723,4,29.8,56,1006.1,S,1,green,uninsulated,33.6
14:00:00,0,697,4,30.4,51,1005.5,S,1,green,uninsulated,37
15:00:00,0,637,3,30.5,54,1005.2,S,1,green,uninsulated,37.5
16:00:00,0,530,3,30.1,56,1004.8,S,1,green,uninsulated,37.8
17:00:00,0,334,3,29.7,56,1004.7,S,1,green,uninsulated,37.4
18:00:00,0,102,3,28.4,61,1004.7,S,1,green,uninsulated,38.1
19:00:00,0,45,4,27.2,64,1005.1,S,1,green,uninsulated,33.2
20:00:00,0,13,3,24.8,71,1005.1,S,1,green,uninsulated,29.5
21:00:00,0,0,3,22.8,76,1005.2,S,1,green,uninsulated,26.9
22:00:00,0,0,2,21.3,82,1005.2,S,1,green,uninsulated,25.2
23:00:00,0,0,2,21.7,79,1005.1,S,1,green,uninsulated,24
00:00:00,0,0,3,20.5,85,1005.1,S,1,green,uninsulated,22.6
01:00:00,0,0,3,20.7,83,1004.9,S,1,green,uninsulated,21.5
02:00:00,0,0,3,20.4,83,1004.7,S,1,green,uninsulated,20.7
03:00:00,0,0,1,20,85,1004.6,S,1,green,uninsulated,20.1
04:00:00,0,0,1,18.6,90,1004.7,S,1,green,uninsulated,19.5
05:00:00,0,0,1,18.7,92,1004.8,S,1,green,uninsulated,19.1
06:00:00,0,2,4,21.3,84,1004.9,S,1,green,uninsulated,18.6
07:00:00,0,27,4,23.4,76,1005,S,1,green,uninsulated,18.5
08:00:00,0,149,4,25.3,70,1005.2,S,1,green,uninsulated,19.8
